"","counter","AS","Type","GranularityValue","SeverityScore","PageRank","NumBadDep","TotalDep","NumberOfVerteces","NumOfCycle","NumSetOfElement","TotNumOfSetOfElement","ADI","project","version","arcan.version","commit.hash"
"506",1,651639,"ud",2,2,21.1123340571154,2,0,0,0,3,29,13,"outmadkit",30,"36","b62e1dc55e8720b9b57883b7dc64e9486a8eeb7a.csv"
"507",2,651660,"ud",2,1,20.04122805591,1,0,0,0,2,29,13,"outmadkit",30,"36","b62e1dc55e8720b9b57883b7dc64e9486a8eeb7a.csv"
"508",3,651648,"ud",2,4,20.7573073415252,1,0,0,0,2,29,13,"outmadkit",30,"36","b62e1dc55e8720b9b57883b7dc64e9486a8eeb7a.csv"
"509",4,651669,"ud",2,3,17.934956988137,1,0,0,0,2,29,13,"outmadkit",30,"36","b62e1dc55e8720b9b57883b7dc64e9486a8eeb7a.csv"
"510",5,651606,"hl",2,1,77.4881054494512,0,25,0,0,21,29,13,"outmadkit",30,"36","b62e1dc55e8720b9b57883b7dc64e9486a8eeb7a.csv"
"511",6,651353,"cd",1,15,2.11455449809435,0,0,2,7,2,29,13,"outmadkit",30,"36","b62e1dc55e8720b9b57883b7dc64e9486a8eeb7a.csv"
"512",7,651375,"cd",1,5,1.79853741424036,0,0,2,1,2,29,13,"outmadkit",30,"36","b62e1dc55e8720b9b57883b7dc64e9486a8eeb7a.csv"
"513",8,651360,"cd",1,12,1.83413712425156,0,0,2,2,2,29,13,"outmadkit",30,"36","b62e1dc55e8720b9b57883b7dc64e9486a8eeb7a.csv"
"514",9,651367,"cd",1,14,2.4357724621273,0,0,3,2,3,29,13,"outmadkit",30,"36","b62e1dc55e8720b9b57883b7dc64e9486a8eeb7a.csv"
"515",10,651390,"cd",1,8,2.59869131723004,0,0,4,1,4,29,13,"outmadkit",30,"36","b62e1dc55e8720b9b57883b7dc64e9486a8eeb7a.csv"
"516",11,651382,"cd",1,7,1.84223173712074,0,0,3,1,3,29,13,"outmadkit",30,"36","b62e1dc55e8720b9b57883b7dc64e9486a8eeb7a.csv"
"517",12,651406,"cd",1,9,3.20032665510579,0,0,5,1,5,29,13,"outmadkit",30,"36","b62e1dc55e8720b9b57883b7dc64e9486a8eeb7a.csv"
"518",13,651399,"cd",1,4,1.32119282005521,0,0,2,1,2,29,13,"outmadkit",30,"36","b62e1dc55e8720b9b57883b7dc64e9486a8eeb7a.csv"
"519",14,651416,"cd",1,6,2.40017275211611,0,0,3,1,3,29,13,"outmadkit",30,"36","b62e1dc55e8720b9b57883b7dc64e9486a8eeb7a.csv"
"520",15,651438,"cd",2,13,37.4060620067888,0,0,3,2,3,29,13,"outmadkit",30,"36","b62e1dc55e8720b9b57883b7dc64e9486a8eeb7a.csv"
"521",16,651424,"cd",1,11,1.12052424000623,0,0,2,2,2,29,13,"outmadkit",30,"36","b62e1dc55e8720b9b57883b7dc64e9486a8eeb7a.csv"
"522",17,651431,"cd",1,3,1.11180294686542,0,0,2,1,2,29,13,"outmadkit",30,"36","b62e1dc55e8720b9b57883b7dc64e9486a8eeb7a.csv"
"523",18,651453,"cd",2,16,25.512140265474,0,0,2,8,2,29,13,"outmadkit",30,"36","b62e1dc55e8720b9b57883b7dc64e9486a8eeb7a.csv"
"524",19,651446,"cd",2,2,19.8674395586975,0,0,2,1,2,29,13,"outmadkit",30,"36","b62e1dc55e8720b9b57883b7dc64e9486a8eeb7a.csv"
"525",20,651467,"cd",2,10,24.0799816942435,0,0,2,2,2,29,13,"outmadkit",30,"36","b62e1dc55e8720b9b57883b7dc64e9486a8eeb7a.csv"
"526",21,651460,"cd",2,1,19.5408146038572,0,0,2,1,2,29,13,"outmadkit",30,"36","b62e1dc55e8720b9b57883b7dc64e9486a8eeb7a.csv"
"527",1,673724,"ud",2,2,20.6738931586985,2,0,0,0,3,29,12,"outmadkit",31,"37","15db2945e6bc26a8aa14b7a408d087094b850660.csv"
"528",2,673715,"ud",2,3,20.3803669585345,1,0,0,0,2,29,12,"outmadkit",31,"37","15db2945e6bc26a8aa14b7a408d087094b850660.csv"
"529",3,673733,"ud",2,1,19.6498793135837,1,0,0,0,2,29,12,"outmadkit",31,"37","15db2945e6bc26a8aa14b7a408d087094b850660.csv"
"530",4,673684,"hl",2,1,73.8626081882538,0,23,0,0,20,29,12,"outmadkit",31,"37","15db2945e6bc26a8aa14b7a408d087094b850660.csv"
"531",5,673448,"cd",1,12,2.09226081787322,0,0,2,2,2,29,12,"outmadkit",31,"37","15db2945e6bc26a8aa14b7a408d087094b850660.csv"
"532",6,673455,"cd",1,6,1.83278426826509,0,0,3,1,3,29,12,"outmadkit",31,"37","15db2945e6bc26a8aa14b7a408d087094b850660.csv"
"533",7,673440,"cd",1,14,2.66661442113974,0,0,3,2,3,29,12,"outmadkit",31,"37","15db2945e6bc26a8aa14b7a408d087094b850660.csv"
"534",8,673470,"cd",1,5,1.75838645130936,0,0,3,1,3,29,12,"outmadkit",31,"37","15db2945e6bc26a8aa14b7a408d087094b850660.csv"
"535",9,673463,"cd",1,4,1.63771010110349,0,0,2,1,2,29,12,"outmadkit",31,"37","15db2945e6bc26a8aa14b7a408d087094b850660.csv"
"536",10,673487,"cd",1,3,1.30179993213763,0,0,2,1,2,29,12,"outmadkit",31,"37","15db2945e6bc26a8aa14b7a408d087094b850660.csv"
"537",11,673478,"cd",1,8,2.48292351406938,0,0,4,1,4,29,12,"outmadkit",31,"37","15db2945e6bc26a8aa14b7a408d087094b850660.csv"
"538",12,673494,"cd",1,9,3.70046380968908,0,0,6,1,6,29,12,"outmadkit",31,"37","15db2945e6bc26a8aa14b7a408d087094b850660.csv"
"539",13,673514,"cd",1,15,1.86072698797288,0,0,2,5,2,29,12,"outmadkit",31,"37","15db2945e6bc26a8aa14b7a408d087094b850660.csv"
"540",14,673505,"cd",1,7,2.85525039672319,0,0,4,1,4,29,12,"outmadkit",31,"37","15db2945e6bc26a8aa14b7a408d087094b850660.csv"
"541",15,673528,"cd",1,11,1.0930819301009,0,0,2,2,2,29,12,"outmadkit",31,"37","15db2945e6bc26a8aa14b7a408d087094b850660.csv"
"542",16,673535,"cd",2,16,25.2982370853265,0,0,2,8,2,29,12,"outmadkit",31,"37","15db2945e6bc26a8aa14b7a408d087094b850660.csv"
"543",17,673521,"cd",1,2,1.08435321090761,0,0,2,1,2,29,12,"outmadkit",31,"37","15db2945e6bc26a8aa14b7a408d087094b850660.csv"
"544",18,673550,"cd",2,1,19.0721655967125,0,0,2,1,2,29,12,"outmadkit",31,"37","15db2945e6bc26a8aa14b7a408d087094b850660.csv"
"545",19,673542,"cd",2,13,36.4197978200353,0,0,3,2,3,29,12,"outmadkit",31,"37","15db2945e6bc26a8aa14b7a408d087094b850660.csv"
"546",20,673557,"cd",2,10,23.8372617954247,0,0,2,2,2,29,12,"outmadkit",31,"37","15db2945e6bc26a8aa14b7a408d087094b850660.csv"
"547",1,694924,"ud",2,2,20.8414608527215,2,0,0,0,3,29,12,"outmadkit",32,"38","18501452842cb3ef25d8581b23d9a96168ab9a27.csv"
"548",2,694933,"ud",2,3,20.5437353185906,1,0,0,0,2,29,12,"outmadkit",32,"38","18501452842cb3ef25d8581b23d9a96168ab9a27.csv"
"549",3,694945,"ud",2,1,19.8067014596671,1,0,0,0,2,29,12,"outmadkit",32,"38","18501452842cb3ef25d8581b23d9a96168ab9a27.csv"
"550",4,694893,"hl",2,1,74.1597117277551,0,23,0,0,20,29,12,"outmadkit",32,"38","18501452842cb3ef25d8581b23d9a96168ab9a27.csv"
"551",5,694649,"cd",1,12,2.08995663101983,0,0,2,2,2,29,12,"outmadkit",32,"38","18501452842cb3ef25d8581b23d9a96168ab9a27.csv"
"552",6,694664,"cd",1,4,1.63755446729347,0,0,2,1,2,29,12,"outmadkit",32,"38","18501452842cb3ef25d8581b23d9a96168ab9a27.csv"
"553",7,694671,"cd",1,6,1.75838321756492,0,0,3,1,3,29,12,"outmadkit",32,"38","18501452842cb3ef25d8581b23d9a96168ab9a27.csv"
"554",8,694656,"cd",1,14,2.66415304033184,0,0,3,2,3,29,12,"outmadkit",32,"38","18501452842cb3ef25d8581b23d9a96168ab9a27.csv"
"555",9,694679,"cd",1,8,2.48276761808191,0,0,4,1,4,29,12,"outmadkit",32,"38","18501452842cb3ef25d8581b23d9a96168ab9a27.csv"
"556",10,694688,"cd",1,3,1.30179818417668,0,0,2,1,2,29,12,"outmadkit",32,"38","18501452842cb3ef25d8581b23d9a96168ab9a27.csv"
"557",11,694695,"cd",1,9,3.69815185737978,0,0,6,1,6,29,12,"outmadkit",32,"38","18501452842cb3ef25d8581b23d9a96168ab9a27.csv"
"558",12,694715,"cd",1,5,1.83063077641033,0,0,3,1,3,29,12,"outmadkit",32,"38","18501452842cb3ef25d8581b23d9a96168ab9a27.csv"
"559",13,694706,"cd",1,7,2.85293870659134,0,0,4,1,4,29,12,"outmadkit",32,"38","18501452842cb3ef25d8581b23d9a96168ab9a27.csv"
"560",14,694730,"cd",1,2,1.08419495651768,0,0,2,1,2,29,12,"outmadkit",32,"38","18501452842cb3ef25d8581b23d9a96168ab9a27.csv"
"561",15,694723,"cd",1,15,1.85657206928374,0,0,2,5,2,29,12,"outmadkit",32,"38","18501452842cb3ef25d8581b23d9a96168ab9a27.csv"
"562",16,694744,"cd",2,13,36.7291118571774,0,0,3,2,3,29,12,"outmadkit",32,"38","18501452842cb3ef25d8581b23d9a96168ab9a27.csv"
"563",17,694737,"cd",1,11,1.09284622418792,0,0,2,2,2,29,12,"outmadkit",32,"38","18501452842cb3ef25d8581b23d9a96168ab9a27.csv"
"564",18,694766,"cd",2,10,24.0001763661463,0,0,2,2,2,29,12,"outmadkit",32,"38","18501452842cb3ef25d8581b23d9a96168ab9a27.csv"
"565",19,694752,"cd",2,16,25.4742440839934,0,0,2,8,2,29,12,"outmadkit",32,"38","18501452842cb3ef25d8581b23d9a96168ab9a27.csv"
"566",20,694759,"cd",2,1,19.2403632039865,0,0,2,1,2,29,12,"outmadkit",32,"38","18501452842cb3ef25d8581b23d9a96168ab9a27.csv"
"567",1,716251,"ud",2,3,20.4557047644997,1,0,0,0,2,29,14,"outmadkit",33,"39","199f21eaec06b89b9d592d9531a1a821d5651e2b.csv"
"568",2,716260,"ud",2,2,20.8208948666089,2,0,0,0,3,29,14,"outmadkit",33,"39","199f21eaec06b89b9d592d9531a1a821d5651e2b.csv"
"569",3,716272,"ud",2,1,19.7506827820264,1,0,0,0,2,29,14,"outmadkit",33,"39","199f21eaec06b89b9d592d9531a1a821d5651e2b.csv"
"570",4,716220,"hl",2,1,74.0770618572628,0,23,0,0,20,29,14,"outmadkit",33,"39","199f21eaec06b89b9d592d9531a1a821d5651e2b.csv"
"571",5,715996,"cd",1,15,1.039242485241,0,0,2,2,2,29,14,"outmadkit",33,"39","199f21eaec06b89b9d592d9531a1a821d5651e2b.csv"
"572",6,716013,"cd",1,12,3.80365298637821,0,0,7,1,7,29,14,"outmadkit",33,"39","199f21eaec06b89b9d592d9531a1a821d5651e2b.csv"
"573",7,716003,"cd",1,11,2.97280483942793,0,0,5,1,5,29,14,"outmadkit",33,"39","199f21eaec06b89b9d592d9531a1a821d5651e2b.csv"
"574",8,716025,"cd",1,4,1.28778212028496,0,0,2,1,2,29,14,"outmadkit",33,"39","199f21eaec06b89b9d592d9531a1a821d5651e2b.csv"
"575",9,716041,"cd",1,8,1.74471609361965,0,0,3,1,3,29,14,"outmadkit",33,"39","199f21eaec06b89b9d592d9531a1a821d5651e2b.csv"
"576",10,716032,"cd",1,10,2.4066410088423,0,0,4,1,4,29,14,"outmadkit",33,"39","199f21eaec06b89b9d592d9531a1a821d5651e2b.csv"
"577",11,716056,"cd",1,7,1.67076050448915,0,0,3,1,3,29,14,"outmadkit",33,"39","199f21eaec06b89b9d592d9531a1a821d5651e2b.csv"
"578",12,716049,"cd",1,3,1.57579286189202,0,0,2,1,2,29,14,"outmadkit",33,"39","199f21eaec06b89b9d592d9531a1a821d5651e2b.csv"
"579",13,716064,"cd",1,14,1.86850661814009,0,0,2,2,2,29,14,"outmadkit",33,"39","199f21eaec06b89b9d592d9531a1a821d5651e2b.csv"
"580",14,716071,"cd",1,9,2.72086180798121,0,0,4,1,4,29,14,"outmadkit",33,"39","199f21eaec06b89b9d592d9531a1a821d5651e2b.csv"
"581",15,716088,"cd",1,2,1.21967226453628,0,0,2,1,2,29,14,"outmadkit",33,"39","199f21eaec06b89b9d592d9531a1a821d5651e2b.csv"
"582",16,716095,"cd",2,1,19.275274543691,0,0,2,1,2,29,14,"outmadkit",33,"39","199f21eaec06b89b9d592d9531a1a821d5651e2b.csv"
"583",17,716080,"cd",1,6,1.9416687652307,0,0,3,1,3,29,14,"outmadkit",33,"39","199f21eaec06b89b9d592d9531a1a821d5651e2b.csv"
"584",18,716110,"cd",2,16,36.6044837956079,0,0,3,2,3,29,14,"outmadkit",33,"39","199f21eaec06b89b9d592d9531a1a821d5651e2b.csv"
"585",19,716102,"cd",2,5,27.2142214369184,0,0,3,1,3,29,14,"outmadkit",33,"39","199f21eaec06b89b9d592d9531a1a821d5651e2b.csv"
"586",20,716118,"cd",2,13,23.9448153214352,0,0,2,2,2,29,14,"outmadkit",33,"39","199f21eaec06b89b9d592d9531a1a821d5651e2b.csv"
"587",1,40792,"ud",2,2,19.0202650899174,2,0,0,0,3,50,12,"outmadkit",34,"4","b4c3f474746674c4dea84523e6be1fd9e02f1caa.csv"
"588",2,40804,"ud",2,4,15.123513031341,1,0,0,0,2,50,12,"outmadkit",34,"4","b4c3f474746674c4dea84523e6be1fd9e02f1caa.csv"
"589",3,40813,"ud",2,1,7.4293238850813,1,0,0,0,2,50,12,"outmadkit",34,"4","b4c3f474746674c4dea84523e6be1fd9e02f1caa.csv"
"590",4,40822,"ud",2,3,5.93375347067062,1,0,0,0,2,50,12,"outmadkit",34,"4","b4c3f474746674c4dea84523e6be1fd9e02f1caa.csv"
"591",5,40727,"hl",1,2,8.23221231132932,0,27,0,0,27,50,12,"outmadkit",34,"4","b4c3f474746674c4dea84523e6be1fd9e02f1caa.csv"
"592",6,40762,"hl",2,1,54.2319193087901,0,22,0,0,20,50,12,"outmadkit",34,"4","b4c3f474746674c4dea84523e6be1fd9e02f1caa.csv"
"593",7,40512,"cd",1,9,1.69739718485006,0,0,2,2,2,50,12,"outmadkit",34,"4","b4c3f474746674c4dea84523e6be1fd9e02f1caa.csv"
"594",8,40519,"cd",1,11,1.38333506290364,0,0,3,2,3,50,12,"outmadkit",34,"4","b4c3f474746674c4dea84523e6be1fd9e02f1caa.csv"
"595",9,40527,"cd",1,7,2.78373067560047,0,0,5,1,5,50,12,"outmadkit",34,"4","b4c3f474746674c4dea84523e6be1fd9e02f1caa.csv"
"596",10,40537,"cd",1,10,2.32738431659851,0,0,3,2,3,50,12,"outmadkit",34,"4","b4c3f474746674c4dea84523e6be1fd9e02f1caa.csv"
"597",11,40545,"cd",1,3,1.31737881998188,0,0,2,1,2,50,12,"outmadkit",34,"4","b4c3f474746674c4dea84523e6be1fd9e02f1caa.csv"
"598",12,40552,"cd",1,14,2.17080409364521,0,0,2,5,2,50,12,"outmadkit",34,"4","b4c3f474746674c4dea84523e6be1fd9e02f1caa.csv"
"599",13,40559,"cd",1,8,1.4362540212586,0,0,2,2,2,50,12,"outmadkit",34,"4","b4c3f474746674c4dea84523e6be1fd9e02f1caa.csv"
"600",14,40566,"cd",1,13,1.27131313937345,0,0,2,3,2,50,12,"outmadkit",34,"4","b4c3f474746674c4dea84523e6be1fd9e02f1caa.csv"
"601",15,40573,"cd",1,6,2.37223423671056,0,0,3,1,3,50,12,"outmadkit",34,"4","b4c3f474746674c4dea84523e6be1fd9e02f1caa.csv"
"602",16,40581,"cd",2,2,17.1941281858644,0,0,2,1,2,50,12,"outmadkit",34,"4","b4c3f474746674c4dea84523e6be1fd9e02f1caa.csv"
"603",17,40588,"cd",2,5,21.8218585804316,0,0,3,1,3,50,12,"outmadkit",34,"4","b4c3f474746674c4dea84523e6be1fd9e02f1caa.csv"
"604",18,40596,"cd",2,4,21.45767834836,0,0,3,1,3,50,12,"outmadkit",34,"4","b4c3f474746674c4dea84523e6be1fd9e02f1caa.csv"
"605",19,40604,"cd",2,12,27.8096128042394,0,0,2,3,2,50,12,"outmadkit",34,"4","b4c3f474746674c4dea84523e6be1fd9e02f1caa.csv"
"606",20,40611,"cd",2,1,7.23977654677408,0,0,2,1,2,50,12,"outmadkit",34,"4","b4c3f474746674c4dea84523e6be1fd9e02f1caa.csv"
"607",1,737423,"ud",2,2,21.1138457602666,2,0,0,0,3,29,13,"outmadkit",35,"40","4267df41559ed2381dec1b1020c0efff6b5e545d.csv"
"608",2,737432,"ud",2,3,20.8237760740363,1,0,0,0,2,29,13,"outmadkit",35,"40","4267df41559ed2381dec1b1020c0efff6b5e545d.csv"
"609",3,737444,"ud",2,1,20.0664087271606,1,0,0,0,2,29,13,"outmadkit",35,"40","4267df41559ed2381dec1b1020c0efff6b5e545d.csv"
"610",4,737392,"hl",2,1,74.9575323601558,0,23,0,0,20,29,13,"outmadkit",35,"40","4267df41559ed2381dec1b1020c0efff6b5e545d.csv"
"611",5,737147,"cd",1,12,2.97311842769705,0,0,5,1,5,29,13,"outmadkit",35,"40","4267df41559ed2381dec1b1020c0efff6b5e545d.csv"
"612",6,737140,"cd",1,16,1.03927445067151,0,0,2,2,2,29,13,"outmadkit",35,"40","4267df41559ed2381dec1b1020c0efff6b5e545d.csv"
"613",7,737157,"cd",1,13,3.80396660988713,0,0,7,1,7,29,13,"outmadkit",35,"40","4267df41559ed2381dec1b1020c0efff6b5e545d.csv"
"614",8,737176,"cd",1,11,2.40666214852737,0,0,4,1,4,29,13,"outmadkit",35,"40","4267df41559ed2381dec1b1020c0efff6b5e545d.csv"
"615",9,737169,"cd",1,4,1.28778235582117,0,0,2,1,2,29,13,"outmadkit",35,"40","4267df41559ed2381dec1b1020c0efff6b5e545d.csv"
"616",10,737193,"cd",1,3,1.57581396633729,0,0,2,1,2,29,13,"outmadkit",35,"40","4267df41559ed2381dec1b1020c0efff6b5e545d.csv"
"617",11,737185,"cd",1,8,1.74471652945226,0,0,3,1,3,29,13,"outmadkit",35,"40","4267df41559ed2381dec1b1020c0efff6b5e545d.csv"
"618",12,737208,"cd",1,15,1.86881912021063,0,0,2,2,2,29,13,"outmadkit",35,"40","4267df41559ed2381dec1b1020c0efff6b5e545d.csv"
"619",13,737215,"cd",1,10,2.72119569950998,0,0,4,1,4,29,13,"outmadkit",35,"40","4267df41559ed2381dec1b1020c0efff6b5e545d.csv"
"620",14,737200,"cd",1,7,1.6710525676396,0,0,3,1,3,29,13,"outmadkit",35,"40","4267df41559ed2381dec1b1020c0efff6b5e545d.csv"
"621",15,737224,"cd",1,6,1.94223234342017,0,0,3,1,3,29,13,"outmadkit",35,"40","4267df41559ed2381dec1b1020c0efff6b5e545d.csv"
"622",16,737246,"cd",2,9,42.1296870773838,0,0,4,1,4,29,13,"outmadkit",35,"40","4267df41559ed2381dec1b1020c0efff6b5e545d.csv"
"623",17,737232,"cd",1,2,1.2196937256157,0,0,2,1,2,29,13,"outmadkit",35,"40","4267df41559ed2381dec1b1020c0efff6b5e545d.csv"
"624",18,737239,"cd",2,18,36.6347978405294,0,0,2,8,2,29,13,"outmadkit",35,"40","4267df41559ed2381dec1b1020c0efff6b5e545d.csv"
"625",19,737262,"cd",2,5,24.6011221942038,0,0,3,1,3,29,13,"outmadkit",35,"40","4267df41559ed2381dec1b1020c0efff6b5e545d.csv"
"626",20,737255,"cd",2,1,19.5883678866606,0,0,2,1,2,29,13,"outmadkit",35,"40","4267df41559ed2381dec1b1020c0efff6b5e545d.csv"
"627",21,737277,"cd",2,17,29.3345499953713,0,0,3,2,3,29,13,"outmadkit",35,"40","4267df41559ed2381dec1b1020c0efff6b5e545d.csv"
"628",22,737270,"cd",2,14,24.321795687828,0,0,2,2,2,29,13,"outmadkit",35,"40","4267df41559ed2381dec1b1020c0efff6b5e545d.csv"
"629",1,760030,"ud",2,2,21.6783025570657,2,0,0,0,3,30,12,"outmadkit",36,"41","1b1ebab70a26f050ddcc4ada380bce586a5a8385.csv"
"630",2,760039,"ud",2,3,21.3973746716296,1,0,0,0,2,30,12,"outmadkit",36,"41","1b1ebab70a26f050ddcc4ada380bce586a5a8385.csv"
"631",3,760051,"ud",2,1,20.6221707219763,1,0,0,0,2,30,12,"outmadkit",36,"41","1b1ebab70a26f050ddcc4ada380bce586a5a8385.csv"
"632",4,759998,"hl",2,1,77.5487260494452,0,24,0,0,21,30,12,"outmadkit",36,"41","1b1ebab70a26f050ddcc4ada380bce586a5a8385.csv"
"633",5,759823,"cd",1,16,1.91266479399083,0,0,2,2,2,30,12,"outmadkit",36,"41","1b1ebab70a26f050ddcc4ada380bce586a5a8385.csv"
"634",6,759808,"cd",1,4,1.5906365339161,0,0,2,1,2,30,12,"outmadkit",36,"41","1b1ebab70a26f050ddcc4ada380bce586a5a8385.csv"
"635",7,759815,"cd",1,8,1.70019417347452,0,0,3,1,3,30,12,"outmadkit",36,"41","1b1ebab70a26f050ddcc4ada380bce586a5a8385.csv"
"636",8,759838,"cd",1,3,1.21855125155193,0,0,2,1,2,30,12,"outmadkit",36,"41","1b1ebab70a26f050ddcc4ada380bce586a5a8385.csv"
"637",9,759830,"cd",1,7,1.96971733014546,0,0,3,1,3,30,12,"outmadkit",36,"41","1b1ebab70a26f050ddcc4ada380bce586a5a8385.csv"
"638",10,759852,"cd",2,11,43.2364177073411,0,0,4,1,4,30,12,"outmadkit",36,"41","1b1ebab70a26f050ddcc4ada380bce586a5a8385.csv"
"639",11,759845,"cd",2,18,37.7346424967096,0,0,2,8,2,30,12,"outmadkit",36,"41","1b1ebab70a26f050ddcc4ada380bce586a5a8385.csv"
"640",12,759868,"cd",2,6,25.2378145453002,0,0,3,1,3,30,12,"outmadkit",36,"41","1b1ebab70a26f050ddcc4ada380bce586a5a8385.csv"
"641",13,759861,"cd",2,2,20.1777076987505,0,0,2,1,2,30,12,"outmadkit",36,"41","1b1ebab70a26f050ddcc4ada380bce586a5a8385.csv"
"642",14,759883,"cd",2,17,29.9671804654224,0,0,3,2,3,30,12,"outmadkit",36,"41","1b1ebab70a26f050ddcc4ada380bce586a5a8385.csv"
"643",15,759876,"cd",2,15,24.9070736188727,0,0,2,2,2,30,12,"outmadkit",36,"41","1b1ebab70a26f050ddcc4ada380bce586a5a8385.csv"
"644",16,759753,"cd",1,10,2.76390271195886,0,0,4,1,4,30,12,"outmadkit",36,"41","1b1ebab70a26f050ddcc4ada380bce586a5a8385.csv"
"645",17,759746,"cd",1,14,1.03813619799369,0,0,2,2,2,30,12,"outmadkit",36,"41","1b1ebab70a26f050ddcc4ada380bce586a5a8385.csv"
"646",18,759772,"cd",1,13,3.8319239001928,0,0,7,1,7,30,12,"outmadkit",36,"41","1b1ebab70a26f050ddcc4ada380bce586a5a8385.csv"
"647",19,759762,"cd",1,12,3.00111415797284,0,0,5,1,5,30,12,"outmadkit",36,"41","1b1ebab70a26f050ddcc4ada380bce586a5a8385.csv"
"648",20,759784,"cd",1,1,1.28777173720247,0,0,2,1,2,30,12,"outmadkit",36,"41","1b1ebab70a26f050ddcc4ada380bce586a5a8385.csv"
"649",21,759791,"cd",1,9,2.42144627613605,0,0,4,1,4,30,12,"outmadkit",36,"41","1b1ebab70a26f050ddcc4ada380bce586a5a8385.csv"
"650",22,759800,"cd",1,5,1.74473373218499,0,0,3,1,3,30,12,"outmadkit",36,"41","1b1ebab70a26f050ddcc4ada380bce586a5a8385.csv"
"651",1,783399,"ud",2,3,20.7925136937474,1,0,0,0,2,30,13,"outmadkit",37,"42","a9e6639e572853ffacb439d0b0488db528afc48c.csv"
"652",2,783420,"ud",2,2,20.104964503995,1,0,0,0,2,30,13,"outmadkit",37,"42","a9e6639e572853ffacb439d0b0488db528afc48c.csv"
"653",3,783408,"ud",2,1,21.1101346158808,2,0,0,0,3,30,13,"outmadkit",37,"42","a9e6639e572853ffacb439d0b0488db528afc48c.csv"
"654",4,783366,"hl",2,1,77.2477986194851,0,25,0,0,22,30,13,"outmadkit",37,"42","a9e6639e572853ffacb439d0b0488db528afc48c.csv"
"655",5,783151,"cd",1,15,2.14913221691373,0,0,2,8,2,30,13,"outmadkit",37,"42","a9e6639e572853ffacb439d0b0488db528afc48c.csv"
"656",6,783136,"cd",1,12,1.87573245658497,0,0,2,2,2,30,13,"outmadkit",37,"42","a9e6639e572853ffacb439d0b0488db528afc48c.csv"
"657",7,783143,"cd",1,14,2.47812528554809,0,0,3,2,3,30,13,"outmadkit",37,"42","a9e6639e572853ffacb439d0b0488db528afc48c.csv"
"658",8,783158,"cd",1,9,3.21639503834843,0,0,5,1,5,30,13,"outmadkit",37,"42","a9e6639e572853ffacb439d0b0488db528afc48c.csv"
"659",9,783168,"cd",1,4,1.31965437766841,0,0,2,1,2,30,13,"outmadkit",37,"42","a9e6639e572853ffacb439d0b0488db528afc48c.csv"
"660",10,783175,"cd",1,8,2.61400220938531,0,0,4,1,4,30,13,"outmadkit",37,"42","a9e6639e572853ffacb439d0b0488db528afc48c.csv"
"661",11,783192,"cd",1,7,2.41771879842162,0,0,3,1,3,30,13,"outmadkit",37,"42","a9e6639e572853ffacb439d0b0488db528afc48c.csv"
"662",12,783184,"cd",1,6,1.84063251541001,0,0,3,1,3,30,13,"outmadkit",37,"42","a9e6639e572853ffacb439d0b0488db528afc48c.csv"
"663",13,783214,"cd",1,11,1.12115501434068,0,0,2,2,2,30,13,"outmadkit",37,"42","a9e6639e572853ffacb439d0b0488db528afc48c.csv"
"664",14,783200,"cd",1,3,1.8153259694585,0,0,2,1,2,30,13,"outmadkit",37,"42","a9e6639e572853ffacb439d0b0488db528afc48c.csv"
"665",15,783207,"cd",1,2,1.11250252860996,0,0,2,1,2,30,13,"outmadkit",37,"42","a9e6639e572853ffacb439d0b0488db528afc48c.csv"
"666",16,783228,"cd",2,5,27.4437926803342,0,0,3,1,3,30,13,"outmadkit",37,"42","a9e6639e572853ffacb439d0b0488db528afc48c.csv"
"667",17,783221,"cd",2,1,19.6002050278419,0,0,2,1,2,30,13,"outmadkit",37,"42","a9e6639e572853ffacb439d0b0488db528afc48c.csv"
"668",18,783244,"cd",2,10,24.249037527269,0,0,2,2,2,30,13,"outmadkit",37,"42","a9e6639e572853ffacb439d0b0488db528afc48c.csv"
"669",19,783236,"cd",2,13,37.3325885543742,0,0,3,2,3,30,13,"outmadkit",37,"42","a9e6639e572853ffacb439d0b0488db528afc48c.csv"
"670",1,805127,"ud",2,3,20.8738911519621,1,0,0,0,2,32,14,"outmadkit",38,"43","ac829a381bce2c1068396ea5e767c6b577736436.csv"
"671",2,805145,"ud",2,2,20.1655230801985,1,0,0,0,2,32,14,"outmadkit",38,"43","ac829a381bce2c1068396ea5e767c6b577736436.csv"
"672",3,805136,"ud",2,1,21.2230511252378,2,0,0,0,3,32,14,"outmadkit",38,"43","ac829a381bce2c1068396ea5e767c6b577736436.csv"
"673",4,805094,"hl",2,1,77.4307789044134,0,25,0,0,22,32,14,"outmadkit",38,"43","ac829a381bce2c1068396ea5e767c6b577736436.csv"
"674",5,804878,"cd",1,4,1.27792379921779,0,0,2,1,2,32,14,"outmadkit",38,"43","ac829a381bce2c1068396ea5e767c6b577736436.csv"
"675",6,804865,"cd",1,12,3.95466295914894,0,0,8,1,8,32,14,"outmadkit",38,"43","ac829a381bce2c1068396ea5e767c6b577736436.csv"
"676",7,804894,"cd",1,7,1.72689981652499,0,0,3,1,3,32,14,"outmadkit",38,"43","ac829a381bce2c1068396ea5e767c6b577736436.csv"
